index,true,top1,top1_correct,top3_correct,questions_asked
23,GERD,GERD,True,True,13
2565,Hepatitis E,Hepatitis E,True,True,4
4059,Fungal Infection,Fungal Infection,True,True,5
3301,Hepatitis C,Hepatitis C,True,True,6
3371,Bronchial Asthma,Bronchial Asthma,True,True,7
1059,Hepatitis E,Hepatitis E,True,True,4
530,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1652,Allergy,Allergy,True,True,10
4260,Acne,Acne,True,True,7
1537,Varicose Veins,Varicose Veins,True,True,6
4803,AIDS,AIDS,True,True,7
1676,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3632,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
686,Pneumonia,Pneumonia,True,True,9
1383,Malaria,Malaria,True,True,5
557,Jaundice,Jaundice,True,True,6
2839,Hypertension ,Hypertension ,True,True,5
130,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1580,Arthritis,Arthritis,True,True,7
3030,Acne,Acne,True,True,7
1953,Hypothyroidism,Hypothyroidism,True,True,14
2463,Chronic Cholestasis,Chronic Cholestasis,True,True,5
1779,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
2022,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3314,Osteoarthritis,Osteoarthritis,True,True,6
113,Migraine,Migraine,True,True,15
3055,Hepatitis C,Hepatitis C,True,True,6
3402,Impetigo,Impetigo,True,True,6
1277,Drug Reaction,Drug Reaction,True,True,6
4610,Typhoid,Typhoid,True,True,5
3328,Diabetes ,Diabetes ,True,True,5
522,Migraine,Migraine,True,True,6
2563,Hepatitis C,Hepatitis C,True,True,6
2314,Common Cold,Common Cold,True,True,8
2223,Dengue,Dengue,True,True,5
4726,Migraine,Migraine,True,True,6
2327,Pneumonia,Pneumonia,True,True,5
3106,Hypothyroidism,Hypothyroidism,True,True,6
4746,Hypothyroidism,Hypothyroidism,True,True,6
1889,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3450,AIDS,AIDS,True,True,7
1770,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3736,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2773,Common Cold,Common Cold,True,True,5
1419,Typhoid,Typhoid,True,True,5
2887,Dengue,Dengue,True,True,5
2456,Impetigo,Impetigo,True,True,6
72,Diabetes ,Diabetes ,True,True,17
4336,Hypothyroidism,Hypothyroidism,True,True,6
858,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3354,Hypoglycemia,Hypoglycemia,True,True,5
3065,Hypothyroidism,Hypothyroidism,True,True,6
3995,Typhoid,Typhoid,True,True,5
852,Chronic Cholestasis,Chronic Cholestasis,True,True,13
2880,Hypertension ,Hypertension ,True,True,5
2830,Allergy,Allergy,True,True,10
3455,Migraine,Migraine,True,True,6
3163,AIDS,AIDS,True,True,7
4284,Hepatitis B,Hepatitis B,True,True,5
2802,Jaundice,Jaundice,True,True,6
1028,Hepatitis B,Hepatitis B,True,True,5
4120,Hepatitis B,Hepatitis B,True,True,5
367,Vertigo,Vertigo,True,True,9
457,Drug Reaction,Drug Reaction,True,True,6
4496,Pneumonia,Pneumonia,True,True,5
1243,Allergy,Allergy,True,True,18
821,Fungal Infection,Fungal Infection,True,True,9
3596,Heart Attack,Heart Attack,True,True,6
952,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,8
578,Chickenpox,Chickenpox,True,True,5
636,Hepatitis D,Hepatitis D,True,True,5
4130,Varicose Veins,Varicose Veins,True,True,6
4902,Hepatitis E,Hepatitis E,True,True,4
2623,Impetigo,Impetigo,True,True,6
3547,Hepatitis C,Hepatitis C,True,True,6
1429,Hepatitis A,Hepatitis A,True,True,5
2800,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2473,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3702,Cervical Spondylosis,Cervical Spondylosis,True,True,6
4429,Allergy,Allergy,True,True,10
4342,Acne,Acne,True,True,7
4910,Hypothyroidism,Hypothyroidism,True,True,6
4486,Dengue,Dengue,True,True,5
754,Osteoarthritis,Cervical Spondylosis,False,True,6
1010,Hepatitis A,Hepatitis A,True,True,5
3859,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3756,Tuberculosis,Tuberculosis,True,True,5
4540,Varicose Veins,Varicose Veins,True,True,6
2875,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1938,Heart Attack,Heart Attack,True,True,6
4954,Osteoarthritis,Osteoarthritis,True,True,6
4447,Hepatitis A,Hepatitis A,True,True,5
3732,Allergy,Allergy,True,True,10
1109,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
3962,Common Cold,Common Cold,True,True,5
1430,Hepatitis B,Hepatitis B,True,True,5
3262,Hepatitis E,Hepatitis E,True,True,4
4072,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4230,Diabetes ,Diabetes ,True,True,5
629,Hepatitis C,Hepatitis C,True,True,6
212,Hepatitis C,Hepatitis C,True,True,20
1367,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,8
4700,Common Cold,Common Cold,True,True,5
487,Diabetes ,Diabetes ,True,True,5
859,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3012,Hepatitis A,Hepatitis A,True,True,5
122,Cervical Spondylosis,Cervical Spondylosis,True,True,6
4595,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2062,Allergy,Allergy,True,True,10
2920,Bronchial Asthma,Bronchial Asthma,True,True,7
4238,Malaria,Malaria,True,True,5
1742,Hypertension ,Hypertension ,True,True,5
1064,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,9
845,GERD,GERD,True,True,11
3267,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1502,Pneumonia,Pneumonia,True,True,5
4171,Varicose Veins,Varicose Veins,True,True,6
2094,Drug Reaction,Drug Reaction,True,True,7
1636,Impetigo,Impetigo,True,True,6
273,Pneumonia,Pneumonia,True,True,5
807,Psoriasis,Psoriasis,True,True,5
2443,Psoriasis,Psoriasis,True,True,10
1162,Osteoarthritis,Osteoarthritis,True,True,6
2879,Bronchial Asthma,Bronchial Asthma,True,True,7
4518,Gastroenteritis,Gastroenteritis,True,True,6
2713,Diabetes ,Diabetes ,True,True,5
3912,Dengue,Dengue,True,True,5
1206,Urinary Tract Infection,Urinary Tract Infection,True,True,9
534,Cervical Spondylosis,Cervical Spondylosis,True,True,20
2815,Pneumonia,Pneumonia,True,True,5
2105,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,11
668,Tuberculosis,Tuberculosis,True,True,5
651,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3554,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4680,AIDS,AIDS,True,True,7
478,AIDS,AIDS,True,True,7
4635,GERD,GERD,True,True,6
415,Fungal Infection,Fungal Infection,True,True,9
3045,Migraine,Migraine,True,True,6
1756,Migraine,Migraine,True,True,6
1700,AIDS,AIDS,True,True,7
3584,Dengue,Dengue,True,True,5
1400,Dengue,Dengue,True,True,8
4206,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4451,Hepatitis E,Hepatitis E,True,True,4
2799,Migraine,Migraine,True,True,6
3315,Arthritis,Arthritis,True,True,7
2129,Diabetes ,Diabetes ,True,True,5
1097,Pneumonia,Pneumonia,True,True,5
2637,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
425,Allergy,Allergy,True,True,10
4884,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2833,Drug Reaction,Drug Reaction,True,True,6
2705,Impetigo,Impetigo,True,True,6
4874,Vertigo,Vertigo,True,True,6
2905,Arthritis,Arthritis,True,True,7
4369,Hepatitis E,Hepatitis E,True,True,4
3129,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
2229,Dengue,Dengue,True,True,5
82,Gastroenteritis,Gastroenteritis,True,True,17
3308,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4673,Impetigo,Impetigo,True,True,6
4411,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3522,Acne,Acne,True,True,7
1232,Fungal Infection,Fungal Infection,True,True,14
3140,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3357,Vertigo,Vertigo,True,True,6
4796,Impetigo,Impetigo,True,True,6
4782,Common Cold,Common Cold,True,True,5
2499,Psoriasis,Psoriasis,True,True,5
3518,Hypoglycemia,Hypoglycemia,True,True,5
356,Arthritis,Arthritis,True,True,7
3761,Varicose Veins,Varicose Veins,True,True,6
4930,Hypertension ,Hypertension ,True,True,5
1986,Osteoarthritis,Osteoarthritis,True,True,6
1534,Varicose Veins,Varicose Veins,True,True,6
4560,Bronchial Asthma,Bronchial Asthma,True,True,7
1743,Hypertension ,Hypertension ,True,True,5
1713,Diabetes ,Diabetes ,True,True,5
1381,Malaria,Malaria,True,True,5
3684,Arthritis,Arthritis,True,True,7
1369,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
126,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3031,Urinary Tract Infection,Urinary Tract Infection,True,True,9
2868,Psoriasis,Psoriasis,True,True,5
3790,Typhoid,Typhoid,True,True,5
1852,Hepatitis C,Hepatitis C,True,True,20
2579,Acne,Acne,True,True,7
3959,Hepatitis E,Hepatitis E,True,True,4
1278,Drug Reaction,Drug Reaction,True,True,6
2758,Migraine,Migraine,True,True,6
44,Drug Reaction,Drug Reaction,True,True,7
2865,Vertigo,Vertigo,True,True,6
1729,Gastroenteritis,Gastroenteritis,True,True,6
908,Gastroenteritis,Gastroenteritis,True,True,6
263,Common Cold,Common Cold,True,True,5
3939,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3118,GERD,GERD,True,True,6
250,Tuberculosis,Tuberculosis,True,True,5
3670,Hepatitis C,Hepatitis C,True,True,6
4547,Acne,Acne,True,True,7
4330,Tuberculosis,Tuberculosis,True,True,5
2095,Drug Reaction,Drug Reaction,True,True,12
887,AIDS,AIDS,True,True,9
3365,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2182,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,8
1272,Drug Reaction,Drug Reaction,True,True,6
3656,Diabetes ,Diabetes ,True,True,5
1744,Hypertension ,Hypertension ,True,True,10
1339,Hypertension ,Hypertension ,True,True,5
3660,Migraine,Migraine,True,True,6
1722,Gastroenteritis,Gastroenteritis,True,True,17
1648,Fungal Infection,Fungal Infection,True,True,5
2138,Gastroenteritis,Gastroenteritis,True,True,6
4520,Hypertension ,Hypertension ,True,True,5
4832,Arthritis,Arthritis,True,True,7
2991,Psoriasis,Psoriasis,True,True,5
3400,Urinary Tract Infection,Urinary Tract Infection,True,True,9
503,Bronchial Asthma,Bronchial Asthma,True,True,10
2923,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1021,Hepatitis B,Hepatitis B,True,True,5
1394,Chickenpox,Chickenpox,True,True,5
1854,Hepatitis C,Hepatitis C,True,True,6
2720,Jaundice,Jaundice,True,True,6
2950,Psoriasis,Psoriasis,True,True,5
2594,Migraine,Migraine,True,True,6
2886,Chickenpox,Chickenpox,True,True,5
4682,Gastroenteritis,Gastroenteritis,True,True,6
3785,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4288,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3083,Gastroenteritis,Gastroenteritis,True,True,6
39,Chronic Cholestasis,Chronic Cholestasis,True,True,5
1077,Tuberculosis,Tuberculosis,True,True,5
1643,Fungal Infection,Fungal Infection,True,True,9
4756,Fungal Infection,Fungal Infection,True,True,5
4281,Dengue,Dengue,True,True,5
704,Heart Attack,Heart Attack,True,True,6
1855,Hepatitis C,Hepatitis C,True,True,9
4164,Hepatitis E,Hepatitis E,True,True,4
4116,Chickenpox,Chickenpox,True,True,5
553,Jaundice,Jaundice,True,True,6
1890,Tuberculosis,Tuberculosis,True,True,5
1995,Arthritis,Arthritis,True,True,7
1767,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2574,Hyperthyroidism,Hyperthyroidism,True,True,6
1078,Tuberculosis,Tuberculosis,True,True,5
1594,Vertigo,Vertigo,True,True,9
119,Migraine,Migraine,True,True,9
4416,Heart Attack,Heart Attack,True,True,6
732,Hyperthyroidism,Arthritis,False,True,7
4867,Heart Attack,Heart Attack,True,True,6
4163,Hepatitis D,Hepatitis D,True,True,5
1389,Malaria,Malaria,True,True,5
2420,Acne,Acne,True,True,7
4253,Varicose Veins,Varicose Veins,True,True,6
545,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,10
114,Migraine,Migraine,True,True,6
449,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2492,Hyperthyroidism,Hyperthyroidism,True,True,6
726,Hypothyroidism,Hypothyroidism,True,True,6
3627,Hepatitis A,Hepatitis A,True,True,5
3336,Malaria,Malaria,True,True,5
4661,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4225,GERD,GERD,True,True,6
2936,Tuberculosis,Tuberculosis,True,True,5
4672,Psoriasis,Psoriasis,True,True,5
1681,Drug Reaction,Drug Reaction,True,True,13
3638,Varicose Veins,Varicose Veins,True,True,6
4702,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2904,Osteoarthritis,Osteoarthritis,True,True,6
2895,Tuberculosis,Tuberculosis,True,True,5
2477,Dengue,Dengue,True,True,5
4106,AIDS,AIDS,True,True,7
2244,Hepatitis A,Hepatitis A,True,True,5
3844,Hypothyroidism,Hypothyroidism,True,True,6
4958,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3447,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3556,Varicose Veins,Varicose Veins,True,True,6
3965,Heart Attack,Heart Attack,True,True,6
3783,Migraine,Migraine,True,True,6
4275,Migraine,Migraine,True,True,6
2241,Hepatitis A,Hepatitis A,True,True,5
3928,Hypoglycemia,Hypoglycemia,True,True,5
1740,Hypertension ,Hypertension ,True,True,5
902,Gastroenteritis,Gastroenteritis,True,True,17
3159,GERD,GERD,True,True,6
2242,Hepatitis A,Hepatitis A,True,True,5
1229,Impetigo,Impetigo,True,True,6
3146,Varicose Veins,Varicose Veins,True,True,6
3667,Typhoid,Typhoid,True,True,5
1197,Acne,Acne,True,True,7
2091,Drug Reaction,Drug Reaction,True,True,13
92,Bronchial Asthma,Bronchial Asthma,True,True,7
2421,Acne,Acne,True,True,7
238,Hepatitis E,Hepatitis E,True,True,4
2509,Gastroenteritis,Gastroenteritis,True,True,6
3390,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
20,GERD,GERD,True,True,6
3633,Tuberculosis,Tuberculosis,True,True,5
489,Diabetes ,Diabetes ,True,True,5
0,Fungal Infection,Fungal Infection,True,True,5
4292,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
939,Migraine,Migraine,True,True,9
2863,Osteoarthritis,Osteoarthritis,True,True,6
206,Hepatitis B,Hepatitis B,True,True,5
1019,Hepatitis A,Hepatitis A,True,True,5
133,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
348,Osteoarthritis,Osteoarthritis,True,True,6
2075,GERD,GERD,True,True,11
2715,Bronchial Asthma,Bronchial Asthma,True,True,7
2517,Chickenpox,Chickenpox,True,True,5
4422,Arthritis,Arthritis,True,True,7
4509,Impetigo,Impetigo,True,True,6
1524,Heart Attack,Heart Attack,True,True,6
331,Hypoglycemia,Hypoglycemia,True,True,5
1039,Hepatitis C,Hepatitis C,True,True,6
22,GERD,GERD,True,True,6
2339,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4653,Hepatitis B,Hepatitis B,True,True,5
4131,Hypothyroidism,Hypothyroidism,True,True,6
4005,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4826,Heart Attack,Heart Attack,True,True,6
1344,Migraine,Migraine,True,True,6
1259,GERD,GERD,True,True,13
1661,GERD,GERD,True,True,6
4219,Acne,Acne,True,True,7
3945,Bronchial Asthma,Bronchial Asthma,True,True,7
3528,GERD,GERD,True,True,6
3158,Allergy,Allergy,True,True,10
2164,Migraine,Migraine,True,True,6
3064,Varicose Veins,Varicose Veins,True,True,6
3127,Migraine,Migraine,True,True,6
2450,Impetigo,Impetigo,True,True,6
4247,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3254,Malaria,Malaria,True,True,5
2523,Hepatitis D,Hepatitis D,True,True,5
309,Varicose Veins,Varicose Veins,True,True,6
4354,Gastroenteritis,Gastroenteritis,True,True,6
139,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3581,Jaundice,Jaundice,True,True,6
1709,AIDS,AIDS,True,True,7
2218,Chickenpox,Chickenpox,True,True,5
4895,Chickenpox,Chickenpox,True,True,5
2395,Osteoarthritis,Osteoarthritis,True,True,6
498,Gastroenteritis,Gastroenteritis,True,True,6
1987,Osteoarthritis,Osteoarthritis,True,True,6
3041,Diabetes ,Diabetes ,True,True,5
1578,Osteoarthritis,Osteoarthritis,True,True,6
1074,Tuberculosis,Heart Attack,False,True,6
2981,Heart Attack,Heart Attack,True,True,6
1449,Hepatitis C,Hepatitis C,True,True,6
2010,Acne,Acne,True,True,7
2347,Heart Attack,Heart Attack,True,True,15
805,Psoriasis,Psoriasis,True,True,5
365,Vertigo,Vertigo,True,True,6
228,Hepatitis D,Hepatitis D,True,True,9
3944,Gastroenteritis,Gastroenteritis,True,True,6
3076,Allergy,Allergy,True,True,10
4340,Arthritis,Arthritis,True,True,7
995,Dengue,Dengue,True,True,5
3200,GERD,GERD,True,True,6
2857,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2616,Hypoglycemia,Hypoglycemia,True,True,5
705,Heart Attack,Heart Attack,True,True,12
2729,Hepatitis E,Hepatitis E,True,True,4
4169,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1773,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
2958,AIDS,AIDS,True,True,7
3685,Vertigo,Vertigo,True,True,6
1622,Psoriasis,Psoriasis,True,True,17
3708,Typhoid,Typhoid,True,True,5
3914,Hepatitis A,Hepatitis A,True,True,5
4358,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2428,Acne,Acne,True,True,7
1008,Typhoid,Typhoid,True,True,5
1474,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,9
1121,Varicose Veins,Varicose Veins,True,True,6
1775,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,10
4521,Migraine,Migraine,True,True,6
4388,Allergy,Allergy,True,True,10
2766,Hepatitis A,Hepatitis A,True,True,5
4776,Hepatitis B,Hepatitis B,True,True,5
1475,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,9
3612,Drug Reaction,Drug Reaction,True,True,6
2975,Hepatitis E,Hepatitis E,True,True,4
4149,Gastroenteritis,Gastroenteritis,True,True,6
144,Jaundice,Jaundice,True,True,8
983,Chickenpox,Chickenpox,True,True,8
3942,AIDS,AIDS,True,True,7
4604,Cervical Spondylosis,Cervical Spondylosis,True,True,6
243,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
1795,Malaria,Malaria,True,True,5
1747,Hypertension ,Hypertension ,True,True,14
1409,Dengue,Dengue,True,True,5
2650,Common Cold,Common Cold,True,True,5
1291,AIDS,AIDS,True,True,9
2353,Varicose Veins,Varicose Veins,True,True,9
3787,Malaria,Malaria,True,True,5
1807,Chickenpox,Chickenpox,True,True,9
3776,Drug Reaction,Drug Reaction,True,True,6
917,Bronchial Asthma,Bronchial Asthma,True,True,7
3115,Impetigo,Impetigo,True,True,6
1665,GERD,GERD,True,True,11
3646,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3173,Chickenpox,Chickenpox,True,True,5
3950,Jaundice,Jaundice,True,True,6
2539,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1190,Acne,Acne,True,True,7
69,AIDS,AIDS,True,True,7
358,Arthritis,Arthritis,True,True,7
4878,Impetigo,Impetigo,True,True,6
4379,Hypoglycemia,Hypoglycemia,True,True,5
110,Migraine,Migraine,True,True,6
4912,Hypoglycemia,Hypoglycemia,True,True,5
4603,Migraine,Migraine,True,True,6
49,Drug Reaction,Drug Reaction,True,True,7
4825,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4413,Common Cold,Common Cold,True,True,5
750,Osteoarthritis,Osteoarthritis,True,True,6
1834,Hepatitis A,Hepatitis A,True,True,5
170,Dengue,Dengue,True,True,8
4095,Vertigo,Vertigo,True,True,6
4869,Hypothyroidism,Hypothyroidism,True,True,6
3836,Hepatitis E,Hepatitis E,True,True,4
2074,GERD,GERD,True,True,6
4078,Hepatitis A,Hepatitis A,True,True,5
384,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1335,Hypertension ,Hypertension ,True,True,5
4656,Hepatitis E,Hepatitis E,True,True,4
2064,Allergy,Allergy,True,True,10
4713,Psoriasis,Psoriasis,True,True,5
1615,Urinary Tract Infection,Urinary Tract Infection,True,True,9
666,Tuberculosis,Tuberculosis,True,True,5
776,Vertigo,Vertigo,True,True,6
1427,Hepatitis A,Hepatitis A,True,True,5
1355,Cervical Spondylosis,Cervical Spondylosis,True,True,6
4362,Chickenpox,Chickenpox,True,True,5
3486,Allergy,Allergy,True,True,10
4290,Common Cold,Common Cold,True,True,5
3694,Drug Reaction,Drug Reaction,True,True,6
2060,Allergy,Allergy,True,True,10
2849,Hepatitis B,Hepatitis B,True,True,5
2112,AIDS,AIDS,True,True,7
2413,Vertigo,Vertigo,True,True,6
1657,Allergy,Allergy,True,True,18
1223,Impetigo,Impetigo,True,True,6
846,GERD,Heart Attack,False,True,6
2997,Drug Reaction,Drug Reaction,True,True,6
3613,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
4181,Impetigo,Impetigo,True,True,6
2605,Hepatitis D,Hepatitis D,True,True,5
2727,Hepatitis C,Hepatitis C,True,True,6
3358,Acne,Acne,True,True,7
3830,Dengue,Dengue,True,True,5
95,Bronchial Asthma,Bronchial Asthma,True,True,7
346,Osteoarthritis,Osteoarthritis,True,True,6
4054,Vertigo,Vertigo,True,True,6
1944,Varicose Veins,Varicose Veins,True,True,6
494,Gastroenteritis,Gastroenteritis,True,True,6
3219,Hepatitis C,Hepatitis C,True,True,6
3378,Chickenpox,Chickenpox,True,True,5
4890,Migraine,Migraine,True,True,6
2214,Chickenpox,Chickenpox,True,True,5
4088,Heart Attack,Heart Attack,True,True,6
621,Hepatitis C,Hepatitis C,True,True,6
4166,Tuberculosis,Tuberculosis,True,True,5
3224,Common Cold,Common Cold,True,True,5
3203,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
857,Chronic Cholestasis,Chronic Cholestasis,True,True,8
1771,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4818,Hepatitis C,Hepatitis C,True,True,6
2149,Bronchial Asthma,Bronchial Asthma,True,True,7
419,Fungal Infection,Fungal Infection,True,True,5
1579,Osteoarthritis,Osteoarthritis,True,True,6
2986,Osteoarthritis,Osteoarthritis,True,True,6
1347,Migraine,Migraine,True,True,6
3897,GERD,GERD,True,True,6
3451,Diabetes ,Diabetes ,True,True,5
3550,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
676,Common Cold,Common Cold,True,True,10
288,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2165,Migraine,Migraine,True,True,6
3497,Cervical Spondylosis,Cervical Spondylosis,True,True,6
98,Bronchial Asthma,Bronchial Asthma,True,True,9
3125,Bronchial Asthma,Bronchial Asthma,True,True,7
402,Impetigo,Impetigo,True,True,10
585,Dengue,Dengue,True,True,5
3392,Varicose Veins,Varicose Veins,True,True,6
2217,Chickenpox,Chickenpox,True,True,9
4546,Vertigo,Vertigo,True,True,6
2283,Hepatitis E,Hepatitis E,True,True,4
3253,Jaundice,Jaundice,True,True,6
4505,Vertigo,Vertigo,True,True,6
2896,Common Cold,Common Cold,True,True,5
2843,Jaundice,Jaundice,True,True,6
1433,Hepatitis B,Hepatitis B,True,True,13
3804,Hyperthyroidism,Hyperthyroidism,True,True,6
640,Hepatitis E,Hepatitis E,True,True,4
2012,Acne,AIDS,False,True,20
3379,Dengue,Dengue,True,True,5
4959,Psoriasis,Psoriasis,True,True,5
1479,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
2140,Bronchial Asthma,Bronchial Asthma,True,True,7
4216,Osteoarthritis,Osteoarthritis,True,True,6
836,Allergy,Allergy,True,True,10
1041,Hepatitis D,Hepatitis D,True,True,5
2490,Varicose Veins,Varicose Veins,True,True,6
3540,Jaundice,Jaundice,True,True,6
1611,Urinary Tract Infection,Urinary Tract Infection,True,True,9
2021,Urinary Tract Infection,Urinary Tract Infection,True,True,9
3677,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
407,Impetigo,Impetigo,True,True,6
4688,Jaundice,Jaundice,True,True,6
2438,Urinary Tract Infection,Urinary Tract Infection,True,True,9
1076,Tuberculosis,Tuberculosis,True,True,5
4741,Common Cold,Common Cold,True,True,5
2292,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,16
657,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
1269,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3817,Drug Reaction,Drug Reaction,True,True,6
189,Typhoid,Typhoid,True,True,5
379,Acne,Acne,True,True,8
2608,Tuberculosis,Tuberculosis,True,True,5
2262,Hepatitis C,Hepatitis C,True,True,20
3659,Hypertension ,Hypertension ,True,True,5
456,Drug Reaction,Drug Reaction,True,True,13
4600,Gastroenteritis,Gastroenteritis,True,True,6
2794,AIDS,AIDS,True,True,7
2621,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4242,Hepatitis A,Hepatitis A,True,True,5
757,Osteoarthritis,Osteoarthritis,True,True,6
1604,Acne,Acne,True,True,7
2272,Hepatitis D,Hepatitis D,True,True,5
4286,Hepatitis D,Hepatitis D,True,True,5
4591,Impetigo,Impetigo,True,True,6
4329,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
1459,Hepatitis D,Hepatitis D,True,True,5
683,Pneumonia,Pneumonia,True,True,5
3796,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
1525,Heart Attack,Heart Attack,True,True,12
684,Pneumonia,Pneumonia,True,True,9
352,Arthritis,AIDS,False,False,20
2311,Common Cold,Common Cold,True,True,5
3507,Hepatitis D,Hepatitis D,True,True,5
1151,Hypoglycemia,Hypoglycemia,True,True,5
232,Hepatitis E,Hepatitis E,True,True,4
3093,Typhoid,Typhoid,True,True,5
2196,Jaundice,Jaundice,True,True,10
2924,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
2693,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
428,Allergy,Allergy,True,True,10
1904,Common Cold,Common Cold,True,True,8
1873,Hepatitis E,Hepatitis E,True,True,4
3046,Cervical Spondylosis,Cervical Spondylosis,True,True,6
914,Bronchial Asthma,Bronchial Asthma,True,True,7
2382,Hypoglycemia,Hypoglycemia,True,True,5
1181,Vertigo,Vertigo,True,True,6
3990,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
80,Gastroenteritis,Gastroenteritis,True,True,6
1091,Pneumonia,Pneumonia,True,True,5
